stratum,corpus,policy,max_length,total_conversations_primary,trained_units_primary,unsupported_units_primary,conditional_prevalence_primary,affected_conversations_primary,conversation_incidence_primary,nominal_objective_exposure_primary,processed_objective_exposure_primary,supervised_token_retention_primary,total_conversations_strict,trained_units_strict,unsupported_units_strict,conditional_prevalence_strict,affected_conversations_strict,conversation_incidence_strict,nominal_objective_exposure_strict,processed_objective_exposure_strict,supervised_token_retention_strict,delta_conditional_percentage_points,delta_nominal_objective_percentage_points
exclude_numeric_only,toolace,wrapped_single_batch,4096,11300,777,48,0.0617760617760617,48,0.0042477876106194,0.0024147698435848,0.0024153789098946,0.9997478381933248,11300,762,47,0.0616797900262467,47,0.0041592920353982,0.0023837838588663,0.0023843851097233,0.9997478381933248,-0.00962717498150037,-0.003098598471849975
exclude_numeric_only,toolace,wrapped_single_batch,8192,11300,778,21,0.0269922879177377,21,0.001858407079646,0.0006902395216618,0.0006903339356835,0.9998632342743456,11300,763,21,0.0275229357798165,21,0.001858407079646,0.0006848971105035,0.0006849907937664,0.9998632342743456,0.053064786207880285,-0.0005342411158299983
length_ge_10,glaive,bfd_split,256,5000,3557,1320,0.3710992409333708,1162,0.2324,0.0412771385381177,0.0414185899977461,0.9965848316025224,5000,3371,1317,0.3906852566004153,1158,0.2316,0.0397408865993579,0.0398770735206295,0.9965848316025224,1.9586015667044487,-0.15362519387598014
length_ge_10,glaive,bfd_split,512,5000,3606,304,0.0843039378813089,303,0.0606,0.0099749805714135,0.009982165329203,0.999280240553772,5000,3420,304,0.0888888888888888,303,0.0606,0.0096700255440823,0.0096769906495134,0.999280240553772,0.4584951007579899,-0.030495502733119892
length_ge_10,glaive,bfd_split,1024,5000,3622,1,0.0002760905577029,1,0.0002,9.83725894616724e-05,9.83727507480428e-05,0.9999983604568424,5000,3435,1,0.0002911208151382,1,0.0002,9.83725894616724e-05,9.83727507480428e-05,0.9999983604568424,0.001503025743529999,0.0
length_ge_10,glaive,bfd_split,2048,5000,3622,0,0.0,0,0.0,0.0,0.0,1.0,5000,3435,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
length_ge_10,glaive,bfd_split,4096,5000,3622,0,0.0,0,0.0,0.0,0.0,1.0,5000,3435,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
length_ge_10,glaive,bfd_split,8192,5000,3622,0,0.0,0,0.0,0.0,0.0,1.0,5000,3435,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
length_ge_10,glaive,wrapped_single_batch,256,5000,3530,1035,0.2932011331444759,925,0.185,0.0331991094001567,0.0333277372887493,0.996140515406787,5000,3347,1010,0.3017627726322079,900,0.18,0.0318481258382164,0.0319715194248582,0.996140515406787,0.8561639487732031,-0.13509835619403
length_ge_10,glaive,wrapped_single_batch,512,5000,3575,545,0.1524475524475524,545,0.109,0.0168823758947806,0.0169148508020468,0.9980800949623396,5000,3389,528,0.1557981705517852,528,0.1056,0.0161363837580296,0.0161674236761915,0.9980800949623396,0.33506181042327887,-0.07459921367509968
